measurement_condition_key	hard_within_source_conflict	rows	record_ids	source_ids	targets_json	interpretation
MLMEASURE1:7ff5adecfa8f2a52192e3577	true	2	PV13:1518681c405f13b9cf386807;PV13:e46af2d49b841ce8cf3ec9f2	PEPlife2	"[[""-1.30102999566"",""="",""""],[""-1.77815125038"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:80bbad814b6a031fb43790e2	true	10	PV13:332708d2c2e6418e57889416;PV13:409f58cb162f9a94fb98faad;PV13:52db5fdb54ca11424d4818e2;PV13:6fa61f1a7ff6ffdacde4a861;PV13:72886f125a78262e29e13c11;PV13:897bc98f1c07558cba2fc80d;PV13:b30eaa90964b5ead710aac08;PV13:b41356ec7258a296bd6e2782;PV13:b5ae3d37ec98f9ba5144f7b7;PV13:f0b22f16d10a58684f7d15b6	PEPlife2	"[[""-1.77815125038"",""~"",""""],[""-1.86610642074"",""~"",""""],[""-1.90308998699"",""~"",""""],[""-1.91284982428"",""~"",""""],[""-1.95424250944"",""~"",""""],[""-2.09390450287"",""~"",""""],[""-2.41017446509"",""~"",""""],[""-2.51490981561"",""~"",""""],[""-2.55630250077"",""="",""""],[""-2.60205999133"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:812e0cf3ae91d660dce58d40	true	2	PV13:8e807557502dbed704f19cad;PV13:b003e4a9ec10d7ab514f556e	PEPlife2	"[[""1.47712125472"",""="",""""],[""1.98227123304"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:814f1d2e705d59787a772a54	true	2	PV13:0268241223e78891cbda7a5c;PV13:85336864e4fcc874ffda2dca	PEPlife2	"[[""-0.79362393704"",""="",""""],[""0.46859345934"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:81a4bdb7165c115d3f854f18	true	11	PV13:02c36ea262bd6b134b88b727;PV13:0a816a49024251cc3de0193e;PV13:0d7642b66d5ef4c8a374c540;PV13:0ec23266dd02fe6747d9cb27;PV13:0fe80a1225abba9ad9f2d262;PV13:48ed076b765fd5a4d1ed0e21;PV13:623776e6fe2cc0b98bb1e087;PV13:6299f05ba4775485eb0a4550;PV13:6a5eceb9d40c1099fca30235;PV13:7e0c4dd0aaf27e02271e52fb;PV13:bc56fddc5c3609865e8dd209	PEPlife2	"[[""-0.142667503569"",""="",""""],[""-0.154901959986"",""="",""""],[""0.230448921378"",""="",""""],[""0.274157849264"",""="",""""],[""0.326335860929"",""="",""""],[""1.07554696139"",""="",""""],[""1.08278537032"",""="",""""],[""1.36436335462"",""="",""""],[""1.54294984881"",""="",""""],[""1.98811284027"",""="",""""],[""2.02407498731"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:81f58465be12c8be1adb07ab	true	2	PV14:30ce65f6f1cca2e156a75901;PV14:37d96a58b61570eefc79367b	primary_pk_literature_v14	"[[""8.550000000000000000000000002"",""="",""""],[""9.200000000000000000000000002"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:821124b1233ede66f93da1db	true	2	PV13:d78d0a25eb835e4511624c4d;PV13:d7a6a7733720f621dd5508a6	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.745"",""="",""""],[""-7.097"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:825201873f57f50d4dc31e7a	true	2	PV13:4576537d64feb9edd1753231;PV13:a7e72867d36c8bbd212b6b9a	PEPlife2	"[[""-0.0538753807829"",""="",""""],[""0.185636576962"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:828f1ae7224feb8912f85980	true	3	PV13:45c74f13741ee4813c6b8bbf;PV13:8015dc32b34ab19d806b69f9;PV13:daa1a3c367b29ee9db48e39e	PEPlife2	"[[""-0.266267889405"",""="",""""],[""0.481920137601"",""="",""""],[""0.611546297823"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:836110055cc5f5d027fe0ced	true	2	PV13:dc726c4c5968788fb09ff09f;PV13:f3bc13d6176fdb069db7cdb7	PEPlife2	"[[""1.23044892138"",""="",""""],[""1.57634135021"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:83bb2f88bb30f08930c7a6ef	true	2	PV13:39e9956674b482c04618a25a;PV13:c995000f7c39a718bf32f0e9	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.932"",""="",""""],[""-6.114"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:85693c55a72e4be044e5c922	true	2	PV13:03e50772aefdfcedd774e501;PV13:e4bd7ac857e2a2dbfb2d5b1c	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.187"",""="",""""],[""-6.292"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:85b77c530467cca9687f75bd	true	2	PV13:81c4bfa624077ececa2f7da2;PV13:fcee4f6144f2ed66df0b365e	PEPlife2	"[[""1.11394335231"",""="",""""],[""1.23044892138"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:869daaad1a7add4e1acd93cd	true	2	PV13:3177b3716d50db8b4019e8c8;PV13:43c91182051a41ea7ed362b0	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.041"",""="",""""],[""-6.553"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8726f317396ff2acfd179ab1	true	2	PV13:433a6811c6251e616331ff54;PV13:52cfd299c278555ae400ff7a	PEPlife2	"[[""0.44482519951"",""="",""""],[""1.25695815256"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:87af4ed7f95e56c7dc9a8ec0	true	2	PV13:086ce461afeab62bdb61f905;PV13:cc5df31fce116388b1463b08	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.585"",""="",""""],[""-5.678"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:88432490e770933bdb881823	true	3	PV13:136afbc2320ce9c89fc03474;PV13:aa6f5692470ed741fbca7844;PV13:aaa62fc23e3b7acc7be0e1cb	PEPlife2	"[[""1.75127910398"",""="",""""],[""1.80037335489"",""="",""""],[""2.06035782465"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8882fd115c75ac24a48bde59	true	3	PV13:25e3594b4e79135bf2cb0aec;PV13:30efea931c0b7e5e79f0a85d;PV13:c3cd1f3361ed2e0d2c9ba8e7	PEPlife2	"[[""-0.508638306166"",""="",""""],[""0.889861721258"",""="",""""],[""0.923761960829"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8934fea359ead84c49dc075e	true	2	PV13:38fc985918345aa4b5143e8d;PV13:bba8e2fee73f6bbba89787e9	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.533"",""="",""""],[""-5.674"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8970a8fcf9f8447e2cdc0e4d	true	2	PV13:64bd6ef6039143c9ca6cfe32;PV13:e43033243c7ea0c9cbea5845	PEPlife2	"[[""-0.268948728053"",""="",""""],[""-0.338818556553"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8a81e4c76c1789ffa8647fc8	true	2	PV13:672570a4f49e0565860ad872;PV13:a7d3da1bbbd57e9dcdf12876	CycPeptMPDB	"[[""-5.56"",""="",""""],[""-5.81"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8b38c23e03495aca380eec7d	true	2	PV13:630f4742eb5fbcdf42282f17;PV13:e46723b55a85d898974ac86a	PEPlife2	"[[""0.255272505103"",""="",""""],[""0.845098040014"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8b8f42abea1c209890636c60	true	2	PV13:24d6fa47e73f29ed4bbf0824;PV13:838ff147d0920588f7006658	PEPlife2	"[[""-0.778151250384"",""~"",""""],[""-1.47712125472"",""<"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8c38d7832fe59204d3cb8b76	true	2	PV13:61fe10d892a9a3895feba96d;PV13:74bdd085ce66106ff4bebc0b	PEPlife2	"[[""-0.144682794804"",""="",""""],[""0.89762709129"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8c45b439a75738982fad649e	true	2	PV13:47fce4f37176b5cda2e24d2b;PV13:d82f6f60f1b16c4c2c6867dd	acs_jmedchem_5c00544	"[[""0.0791812460476"",""="",""""],[""0.146128035678"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8c83be4d2f4e154f40d6f94a	true	2	PV13:c178dae72210bbdf5a7ecc1b;PV13:c6ebec64464a094c34168c62	PEPlife2	"[[""-0.664207898077"",""="",""""],[""0.255272505103"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8cbe14403e1d4345e44b8bd0	true	5	PV13:369e36c33a65642036728980;PV13:44626cda1d6f9813c339dec5;PV13:ab83ac1ada007ec723645f43;PV13:ec7d88e0dc0c00958b736421;PV13:efe2c3fbc370e86d18d4b721	NIST ThermoML	"[[""-0.652279782966"",""="",""""],[""-0.672028376377"",""="",""""],[""-0.709075440617"",""="",""""],[""-0.763210900591"",""="",""""],[""-0.83297820421"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8cfdf973b6430a44189c066f	true	2	PV13:25c91eed118d970b7d00dcbb;PV13:d5ca34839914021a98b6c881	PEPlife2	"[[""0"",""~"",""""],[""1.81291335664"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8d1b0477287026c98a25e364	true	3	PV13:1ed7300ad5256a614e0b3e3e;PV13:61a750d91b75a3f59fdf2df8;PV13:c8879dc0039731ae2c003130	PEPlife2	"[[""-0.114450324994"",""="",""""],[""0.489724168935"",""="",""""],[""0.79553244271"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8d3e3d3607bd5904d06a3eaf	true	2	PV13:10f1f504acd8aa08a4fdb727;PV13:18fda60c8028e946b84834cc	PEPlife2	"[[""-0.399753349436"",""="",""""],[""-0.530177984022"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8e2fb4f013a31cc826c4ab9a	true	2	PV13:2a09bfd3034f3c7fdd9c1b1d;PV13:8e139edb2cbc1727e3604ebe	CycPeptMPDB	"[[""-7.31"",""="",""""],[""-7.54"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8ea5c4cad03a5d286c78573a	true	5	PV13:1a283b2b9207094e3162b24b;PV13:20fcc3a91172dfd4582d242c;PV13:3e633f3e470228aa1c7c0036;PV13:a5dfc622ddceb49f4ff84cd9;PV13:c48e61a5f1a7405f43ad211f	PEPlife2	"[[""-0.0147232568207"",""="",""""],[""-0.380211241712"",""="",""""],[""0.0543576623226"",""="",""""],[""0.425968732272"",""="",""""],[""0.903089986992"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8ebd38b60776f0448eb7781b	true	4	PV13:1b80e2ace83d0dfa00a18d0b;PV13:27d1a6157ae1226a3bc28bab;PV13:60085454952bc4f519f61a68;PV13:994870bea7d46374908b8d86	PEPlife2	"[[""0.698970004336"",""~"",""""],[""0.753327666659"",""~"",""""],[""0.834632606336"",""~"",""""],[""0.931966114728"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8ece7d474b577d26f9ffef44	true	5	PV13:22186eddd5040cdb11cab79a;PV13:3fc5338421acd88387f0ea33;PV13:8715a6d8ed22bd426a4bdf24;PV13:9f7504822ec13f3519e34add;PV13:f64bedb9ca96a87e90f2028b	NIST ThermoML	"[[""-3.31921138849"",""="",""""],[""-3.41116827441"",""="",""""],[""-3.53625627875"",""="",""""],[""-3.61798295743"",""="",""""],[""-3.78120200189"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8ed152133e55643ae692a121	true	3	PV13:1f7fa0a3dfb3b2320cf00947;PV13:c47739b0ee75a2d35fd9d69c;PV13:e6298122c03fd70f3410acf0	PEPlife2	"[[""0.364238215735"",""="",""""],[""1.09025805293"",""="",""""],[""1.36583104184"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8efee1f16d75252efa249152	true	2	PV13:5a67a5948c7c7318c68a09a4;PV13:bdd784329f07a1529b2b5595	PEPlife2	"[[""-0.301029995664"",""<"",""""],[""0.602059991328"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8f1215f338264204aa030acf	true	2	PV13:42bc8b4c910a43d6b682535c;PV13:a3895bbdc386be13a9d7518a	PEPlife2	"[[""-0.388985166019"",""="",""""],[""-0.552841968658"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8f82b879158a808dcf26d9d4	true	4	PV13:1e5655fb4ab99d34efd6937d;PV13:960e3de3643957ed55b350cd;PV13:caf461bc0427ac25cccb9b4a;PV13:cf9e2498fc96a20885d517cd	PEPlife2	"[[""2.15259407793"",""="",""""],[""2.16643011384"",""="",""""],[""2.1866738675"",""="",""""],[""2.19423674872"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:8f88abe1bfcfe9687aa0f976	true	2	PV13:11cd0c535f9c83e23056146a;PV13:ddbf384665c3879db4b1d704	PEPlife2	"[[""-0.698970004336"",""="",""""],[""0.698970004336"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:900905f3e6c0164641bedc66	true	5	PV13:32c74fad246a5595d36d2583;PV13:3ee0d4e96e6fa9908184a2a0;PV13:4966b48ec83f874390ecff76;PV13:9781b57227a4be47573d89fc;PV13:dd327e8f6ab9f7d00681849a	NIST ThermoML	"[[""-2.16615195047"",""="",""""],[""-2.26862883943"",""="",""""],[""-2.36461679595"",""="",""""],[""-2.5592325588"",""="",""""],[""-2.67442276806"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:90245f380f33712ab501dddf	true	3	PV13:61d1d06b8e5e409af070cc49;PV13:6e8d799a37c7c97632bd8fa6;PV13:a6af151f3a981aba4012da4a	PEPlife2	"[[""-0.164309428508"",""="",""""],[""-0.165367393664"",""="",""""],[""0.913813852384"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:913ba0a45e9c97b71face62b	true	3	PV13:6b91017049facea730d015f0;PV13:caa8307b8709d33586110470;PV13:fbd447f073f37d459f0f53e1	PEPlife2	"[[""0.826074802701"",""="",""""],[""1.00860017176"",""="",""""],[""1.38506977633"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9148e9be2f2906fc5cc71154	true	5	PV13:53039c8626d55c66ae8a19e4;PV13:665b02b21a2678044b97a062;PV13:dc59586c13cb712f54ddd825;PV13:e251a558849f876d0417e014;PV13:f8a891793df9e87cde2ebc54	NIST ThermoML	"[[""-2.61681320053"",""="",""""],[""-2.69346775248"",""="",""""],[""-2.79582573393"",""="",""""],[""-2.93490601064"",""="",""""],[""-3.05222329154"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9179c63a4f3fb36b79ff73c3	true	3	PV13:2c392b18aea0c6245595550b;PV13:94b16afe5bda0ef8fcfa526c;PV13:f634ebeabb737b2dc7ce2b68	PEPlife2	"[[""0.43775056282"",""="",""""],[""0.757396028793"",""="",""""],[""1.11561051167"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:91e4704dbab9bc62d5e0bb27	true	2	PV13:240a4188ffc99155e46cfdcc;PV13:a066b480d1045f41d9d1626b	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.456"",""="",""""],[""-6.77"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:935e9c3f0d4ab6f56be73816	true	2	PV13:3e65a2ae4d094bcd79c69c91;PV13:bf2a85fb0fb120184e3a3f3e	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-4.472"",""="",""""],[""-4.932"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:93f181e369ebf4ec6dbb5e30	true	2	PV13:2747c0ffd1751627c8b6277f;PV13:b2e829ae2ea91c1c1beae25e	PEPlife2	"[[""-0.154901959986"",""="",""""],[""0.0413926851582"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9406d3f640032f8147d210ce	true	2	PV14:67bddb4121da770729c4b072;PV14:dfa64763459faf8d75f53c82	primary_pk_literature_v14	"[[""0.171"",""="",""""],[""0.254"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9449c38f34dc4ac471165562	true	3	PV13:8a9d1f54aeb4da2637f1b823;PV13:aad8beb8171ca7a8f1b949ea;PV13:d79e3afbf64e041dc2014303	PEPlife2	"[[""-0.187086643357"",""="",""""],[""0.131404778858"",""="",""""],[""0.322219294734"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9492725518b3a5bdb5ff3f09	true	2	PV13:197147106ebaf68264e3b9bf;PV13:7c0e451fe55151b43e0ddda6	CycPeptMPDB	"[[""-4.88"",""="",""""],[""-5.31"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:94aa5dc3134e6ddef4eeea4c	true	2	PV13:99d7c93759a4e19fb6ea82ea;PV13:a1df019b62e86ddc7d0cbc9c	PEPlife2	"[[""-1.1456939582"",""="",""""],[""-1.3648514863"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:94ef29516842c35521b35af8	true	2	PV13:288c668277be6fe93106a12e;PV13:e0e57a68c27fd891017606fe	PEPlife2	"[[""0.929418925714"",""="",""""],[""1.40312052118"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9530017a7fd279f57b482a5e	true	5	PV13:2285e0205b15a8166a2212f6;PV13:51f42356bf3ed9e279cea348;PV13:956f9a66529faffb21062a5b;PV13:9e5b66d010343262f0dd1d48;PV13:be1dfbea050fdcab558f0290	NIST ThermoML	"[[""-2.06028111765"",""="",""""],[""-2.14386345859"",""="",""""],[""-2.21780696226"",""="",""""],[""-2.41039663251"",""="",""""],[""-2.56711084465"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:964a677136bfb0a1096e2cd7	true	2	PV13:0145b1ad6111465cd53694c0;PV13:995a3f5d00fb438b8e266170	CycPeptMPDB	"[[""-5.19"",""="",""""],[""-5.26"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:964d90917ef2c51d3c3756c0	true	3	PV13:4eb707ff009ebb5dc1e2b507;PV13:95c6cadab1e1ca9b6812281c;PV13:e528d89c758ac49ca3d7b9db	PEPlife2	"[[""-0.213485186132"",""="",""""],[""-0.255707016877"",""="",""""],[""-0.380211241712"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:96ab8af6f849531c3ac1f355	true	2	PV13:7350034980c80f9cb6d1e76b;PV13:f55031359519bd1dac4a1328	PEPlife2	"[[""0.792391689498"",""="",""""],[""1.07918124605"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:973aff5bf8ab40647e9f2ffb	true	5	PV13:1c3b613b46e508fcf48faf87;PV13:4a9f682b84f7b19db86d52e2;PV13:5a1e5eb0262d007c3f1de16a;PV13:939588a5335f8f2a29e1a977;PV13:cb2f4abdf9238c1f49d63638	NIST ThermoML	"[[""-2.07989233365"",""="",""""],[""-2.16937925757"",""="",""""],[""-2.25308570142"",""="",""""],[""-2.3466716898"",""="",""""],[""-2.51120964164"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9748eb19e43ee3ba07674780	true	7	PV13:1638d0cb22d70720975f624d;PV13:2cb414e5834add7747b32eb5;PV13:41a1ef537947a07e8cd395d6;PV13:8a2a553a1913d63da406a7d5;PV13:90aca4c8643ec951c90334a2;PV13:a07dd5dfc76fc7f44006de2c;PV13:fb47f8a6bc30b76a197b23c5	NIST ThermoML	"[[""-0.13667713988"",""="",""""],[""-0.301029995664"",""="",""""],[""-0.49485002168"",""="",""""],[""-0.677780705266"",""="",""""],[""-0.920818753952"",""="",""""],[""0.0293837776852"",""="",""""],[""0.176091259056"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:975e2b139c8ebccae7a8f68a	true	4	PV13:08b41a595cb9eb67359a9c7a;PV13:4196a5044c172cbdc9215363;PV13:8884549fb6098b637d14af9c;PV13:cf1085ebef2905240ca7e6db	PEPlife2	"[[""2.17609125906"",""="",""""],[""2.30535136945"",""="",""""],[""2.87273882747"",""="",""""],[""3.19033169817"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:97d9abf2802e6774bd003d00	true	5	PV13:27905afb6c9ad2ed7a71d84b;PV13:67357c697e58a7f48e8a1d41;PV13:8f1d6c17ef24c6823f2b6ad8;PV13:e4b61509359fe933a889d4d2;PV13:efa5ef460ea2306ef3c609e9	NIST ThermoML	"[[""-2.65068361123"",""="",""""],[""-2.8035474583"",""="",""""],[""-2.95872577495"",""="",""""],[""-3.12877744324"",""="",""""],[""-3.1512568181"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:98088c86e65661830fe53366	true	2	PV13:0fd017b463b849b7c233dd75;PV13:a17ef8021d6b3213689beca8	PEPlife2	"[[""-0.933053210369"",""="",""""],[""0.263241434775"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9847ee79f4388c54c0ca7b32	true	4	PV13:0fbba51bf244c87edf493326;PV13:9901d880ff3c1a28763620e6;PV13:b513dcb130521d21ee66affd;PV13:d3dca9ad9eca113e077ec367	PEPlife2	"[[""1.60205999133"",""="",""""],[""1.77815125038"",""="",""""],[""2.32633586093"",""="",""""],[""2.78532983501"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9858f7a959c2a20e8ba51297	true	3	PV13:5411789641d3a4c04b223a82;PV13:9b2345c5bbf7a52583ed057b;PV13:fbc57972f59319b0b636d4f9	PEPlife2	"[[""-0.547702329005"",""="",""""],[""-0.616783248149"",""="",""""],[""-0.63513645013"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9879b21a0caaadac8c6ca2f6	true	2	PV13:54d11cc3112c7c1d6db7cf4b;PV13:61269fbfd9142da448df88f9	PEPlife2	"[[""-0.416423414366"",""="",""""],[""0.602059991328"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:98dd6e4acf6848fea3215f3c	true	4	PV13:0ad0eaa6f9e8b18a6c43d8e9;PV13:57ff59c70145199cf5389ba8;PV13:8a3042a5686c745eebcf026d;PV13:d6e00e018e3f4099ed7bb2ec	PEPlife2	"[[""-0.10237290871"",""="",""""],[""-0.13667713988"",""="",""""],[""-0.897337658103"",""="",""""],[""0.0899051114394"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:99231798c84784320a96a838	true	3	PV13:32ed2f5d426a8d612fa9e15a;PV13:381a7e8b8278a270740c9665;PV13:97bac1059819ea4e34d0f090	PEPlife2	"[[""1.70415051684"",""="",""""],[""1.80617997398"",""="",""""],[""2.22530928173"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:995974979070d12e74aa3882	true	2	PV13:1f0e27d8dfc14cad21667e94;PV13:57baf8da6ccd57f225ae58b7	PEPlife2	"[[""0.705863712284"",""="",""""],[""0.953759691733"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:99c348a152fc55f34381ff66	true	3	PV13:3e32597b39199d8d0ce936c1;PV13:61a427a8453239afb590bc87;PV13:e737c9a0b84470d67932f366	PEPlife2	"[[""-0.778151250384"",""="",""""],[""-1.07918124605"",""="",""""],[""0.176091259056"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9a5ac9d136f9b53e2309e1c4	true	4	PV13:028c0d8cda13cef393659d09;PV13:42db90d691a05f750026da2f;PV13:60b570bb0fa89acdf5a135e0;PV13:71ea072b71cc76d6d7713564	PEPlife2	"[[""0.623249290398"",""="",""""],[""1.53147891704"",""="",""""],[""1.64345267649"",""="",""""],[""2.17609125906"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9b5d539cb1d87d5a503541a5	true	2	PV13:2c0c1eecf3274a455501a54d;PV13:95b8e363b36f07ed8666012f	PEPlife2	"[[""-0.664207898077"",""="",""""],[""0.0280287236002"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9b7cb0c953fe339a336e5a2d	true	5	PV13:3fdf3786853a7f684066d724;PV13:749b950310a67940c0fe8869;PV13:78657ac59f9a2f214442f476;PV13:82ebd568042932493882f395;PV13:9b3c5c776faf3fc1613622f4	PEPlife2	"[[""-0.221848749616"",""="",""""],[""-0.585026652029"",""="",""""],[""-0.657577319178"",""="",""""],[""0.413299764081"",""="",""""],[""1.1622656143"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9c1aa76d14a3e9c39772f4f4	true	2	PV13:a87a021193e50fd25d3732b9;PV13:e583aa3fa80a516625e39d33	PEPlife2	"[[""-0.52287874528"",""="",""""],[""-1.1446827948"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9c307abed0457876b8e7b7db	true	6	PV13:10c1fc1abb852771aadb5fc3;PV13:3651b01be9c3cf5abeb9427f;PV13:58a39c554448adcc4d005c69;PV13:5b88804235c1bff1b929031b;PV13:b9628e1ead39b3c2ff0afefe;PV13:ca543140b5c2065db0312502	PEPlife2	"[[""-0.52287874528"",""="",""""],[""0.0791812460476"",""="",""""],[""0.653212513775"",""="",""""],[""1.2552725051"",""="",""""],[""1.31175386106"",""="",""""],[""1.43136376416"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9cffa661cb33bd9c5b18a670	true	14	PV13:1d13f545b306f272502eb15f;PV13:3326bc92f09c3d75fe0a2422;PV13:3a50a02204f6be07619d920b;PV13:58bad7219b488c69a63458f1;PV13:5ffaa258cc8573d55e13a9e7;PV13:6ee91b08669790b2348eec1c;PV13:81ea9175e664c82a3c030860;PV13:8ab6d6b5a1d4aab731087b2a;PV13:a0a9a8ca2ba15607d4a62002;PV13:c9b77bb57678471527d82047;PV13:d90eb18edf64da88cb69482a;PV13:df7dbac5537afde42f5b005d;PV13:e6db61dfcb5cf19a5afd526c;PV13:eb25921891153f630ab3b2e4	PEPlife2	"[[""-0.0835460514501"",""="",""""],[""-0.0978157369691"",""="",""""],[""-0.568636235841"",""="",""""],[""-0.654299609417"",""="",""""],[""-0.674347529428"",""="",""""],[""-0.684729565221"",""="",""""],[""-0.713693261157"",""="",""""],[""-0.805023396784"",""="",""""],[""-1.02996322338"",""="",""""],[""0.0718820073061"",""="",""""],[""0.0851716097368"",""="",""""],[""0.1435352251"",""="",""""],[""0.179934598137"",""="",""""],[""0.20139712432"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9de07ab476d9d7cd8b9da77a	true	2	PV13:73427f074a832105092bd5a4;PV13:a56a079a1426e087c8a55a2f	PEPlife2	"[[""-0.936166445794"",""="",""""],[""-1.90308998699"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9eaa50b777adefcb894678d2	true	3	PV13:21fa1df07310e5e9839f49a3;PV13:3beda79981c426dfca103692;PV13:9987edd180cd19580724662e	PEPlife2	"[[""-0.933053210369"",""="",""""],[""-1.17609125906"",""="",""""],[""-2.07918124605"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:9edd60f4348f99fdb19032c6	true	3	PV13:31e254f08a371ffec320ea59;PV13:5a39b856e20152b5709f9e35;PV13:c723060131c88de8c96f8f8b	PEPlife2	"[[""0.444200988864"",""="",""""],[""0.468495024507"",""="",""""],[""0.469232742507"",""="",""""]]"	replicate_variability_or_condition_conflict_review
